hour,OEE,availability,performance,quality,throughput,raw_inventory,wip,finished,energy_price,temp,humidity,voltage,available_workers,fatigue,maintenance,downtime,MTBF,shift
2482,0.7213426513234532,1.0,0.7723154725090506,0.9339999999999999,305,290.14891866991104,841,690001,51.21,31.2,20.8,0.9,4,1.0,1,0,2400.8,1
2483,0.7210697286970609,1.0,0.7720232641296155,0.9339999999999999,260,134.14891866991104,818,690284,50.54,27.2,19.8,0.91,4,1.0,1,0,2401.8,1
2484,0.7207611890620422,1.0,0.7716929219079681,0.9339999999999999,319,435.96448564045977,884,690537,51.16,24.6,20.3,0.93,4,1.0,1,0,2402.8,1
2485,0.7204152505428776,1.0,0.7713225380544728,0.9339999999999999,336,234.36448564045978,915,690842,51.71,22.8,21.4,0.91,4,1.0,1,0,2403.8,1
2486,0.7200370830108583,1.0,0.7709176477632317,0.9339999999999999,274,69.96448564045977,929,691102,52.52,20.2,20.5,0.91,4,1.0,1,0,2404.8,1
2487,0.7196384170899288,1.0,0.7704908105887889,0.9339999999999999,318,287.69574734335924,928,691421,52.64,18.7,19.5,0.92,4,1.0,1,0,2405.8,1
2488,0.7191402278356056,1.0,0.7699574173828755,0.9339999999999999,283,117.89574734335926,875,691757,53.34,16.8,20.6,0.92,2,1.5,1,0,2406.8,2
2489,0.7186439084119968,1.0,0.7694260261370416,0.9339999999999999,286,517.3137596128221,887,692031,52.85,15.1,22.2,0.92,2,1.5,1,0,2407.8,2
2490,0.7180548640485397,1.0,0.7687953576536828,0.9339999999999999,256,363.71375961282206,825,692349,53.77,15.3,21.6,0.91,2,1.5,1,0,2408.8,2
2491,0.7175344564908437,1.0,0.7682381761143937,0.9339999999999999,315,174.71375961282206,857,692632,54.23,15.0,22.5,0.89,2,1.5,1,0,2409.8,2
2492,0.7170050126071894,1.0,0.7676713197079116,0.9339999999999999,301,316.9961838142127,872,692918,55.06,16.1,22.8,0.89,2,1.5,1,0,2410.8,2
2493,0.7165177454658842,1.0,0.7671496204131523,0.9339999999999999,308,132.19618381421273,924,693174,54.85,17.8,23.1,0.89,2,1.5,1,0,2411.8,2
2494,0.7160443660207703,1.0,0.766642790172131,0.9339999999999999,240,371.97431437501564,849,693489,55.81,20.2,24.8,0.87,2,1.5,1,0,2412.8,2
2495,0.7156399054788788,1.0,0.7662097489067226,0.9339999999999999,315,182.97431437501564,863,693790,56.51,21.9,25.3,0.88,2,1.5,1,0,2413.8,2
2496,0.7152584926924014,1.0,0.7658013840389737,0.9339999999999999,271,512.0461636065683,826,694098,56.11,25.3,26.0,0.87,2,1.0,1,0,2414.8,0
2497,0.714893041671435,1.0,0.7654101088559262,0.9339999999999999,251,361.44616360656823,837,694338,55.59,28.0,24.5,0.87,2,1.0,1,0,2415.8,0
2498,0.7146198859445524,1.0,0.7651176509042317,0.9339999999999999,278,194.64616360656825,800,694653,56.16,29.4,24.1,0.87,2,1.0,1,0,2416.8,0
2499,0.714289150118203,1.0,0.764763544023772,0.9339999999999999,239,543.0773574958943,768,694924,57.11,31.9,26.0,0.88,2,1.0,1,0,2417.8,0
2500,0.7140219140556454,1.0,0.764477424042447,0.9339999999999999,242,397.8773574958943,759,695175,56.69,33.7,25.8,0.87,2,1.0,1,0,2418.8,0
2501,0.7137520934487923,1.0,0.7641885368830753,0.9339999999999999,251,247.27735749589428,732,695453,57.56,34.4,25.6,0.87,2,1.0,1,0,2419.8,0
2502,0.7135058049632444,1.0,0.7639248447143946,0.9339999999999999,296,69.67735749589428,789,695692,56.74,35.1,28.8,0.86,2,1.0,1,0,2420.8,0
2503,0.7132747520554678,1.0,0.7636774647274815,0.9339999999999999,315,332.6283241256923,862,695934,57.48,34.2,28.8,0.87,2,1.0,1,0,2421.8,0
2504,0.7130266723542812,1.0,0.7634118547690377,0.9339999999999999,274,168.2283241256923,885,696185,57.94,34.4,28.8,0.87,4,1.0,1,0,2422.8,1
2505,0.7128005401793259,1.0,0.763169743232683,0.9339999999999999,301,607.8080446972057,890,696481,57.65,32.3,31.3,0.88,4,1.0,1,0,2423.8,1
2506,0.712515404222441,1.0,0.7628644584822709,0.9339999999999999,259,452.4080446972057,834,696796,56.9,30.4,31.9,0.86,4,1.0,1,0,2424.8,1
2507,0.7122284348580431,1.0,0.7625572107687828,0.9339999999999999,246,304.8080446972057,806,697070,57.07,27.1,31.1,0.86,4,1.0,1,0,2425.8,1
2508,0.7118946053048346,1.0,0.7621997915469322,0.9339999999999999,248,156.0080446972057,753,697371,56.98,25.2,31.8,0.85,4,1.0,0,0,2426.8,1
2509,0.7115831094800232,1.0,0.7618662842398536,0.9339999999999999,244,401.5225717419971,738,697630,56.92,22.1,30.6,0.85,4,1.0,0,0,2427.8,1
2510,0.7111835807143798,1.0,0.7614385232488007,0.9339999999999999,308,216.72257174199714,800,697876,56.26,19.8,30.7,0.86,4,1.0,0,0,2428.8,1
2511,0.7107894220980241,1.0,0.7610165118822528,0.9339999999999999,286,45.12257174199715,838,698124,56.59,18.5,32.3,0.86,4,1.0,0,0,2429.8,1
2512,0.7103020509727537,1.0,0.760494701255625,0.9339999999999999,291,330.31481279583704,885,698368,57.45,15.9,34.4,0.86,2,1.5,0,0,2430.8,2
2513,0.7097688262220394,1.0,0.7599237968116054,0.9339999999999999,303,148.51481279583706,880,698676,58.43,15.8,33.5,0.84,2,1.5,0,0,2431.8,2
2514,0.709219690476406,1.0,0.7593358570411199,0.9339999999999999,289,354.1876928117541,883,698962,59.13,15.7,33.9,0.84,2,1.5,0,0,2432.8,2
2515,0.708698881646481,1.0,0.7587782458741766,0.9339999999999999,273,190.38769281175414,865,699253,58.23,15.4,35.7,0.84,2,1.5,0,0,2433.8,2
2516,0.708134102405469,1.0,0.7581735571793031,0.9339999999999999,255,512.4487016194084,817,699556,58.73,17.0,34.7,0.84,2,1.5,0,0,2434.8,2
2517,0.7076306731273937,1.0,0.7576345536695864,0.9339999999999999,266,352.8487016194084,794,699845,58.24,18.6,36.2,0.85,2,1.5,0,0,2435.8,2
2518,0.7071731584950376,1.0,0.7571447093094621,0.9339999999999999,256,199.24870161940842,777,700118,58.65,20.1,41.0,0.86,2,1.5,0,0,2436.8,2
2519,0.7067688673686456,1.0,0.7567118494310981,0.9339999999999999,309,380.84754513918006,831,700373,58.46,22.5,40.5,0.86,2,1.5,0,0,2437.8,2
2520,0.7064079682576698,1.0,0.756325447813351,0.9339999999999999,246,233.24754513918006,811,700639,58.0,25.0,40.4,0.88,2,1.0,0,0,2438.8,0
2521,0.7060488766423774,1.0,0.7559409814158217,0.9339999999999999,256,79.64754513918007,811,700895,57.66,27.1,41.4,0.88,2,1.0,0,0,2439.8,0
2522,0.7057595022167875,1.0,0.7556311586903507,0.9339999999999999,277,428.3988201615637,779,701204,58.27,30.1,42.2,0.9,2,1.0,0,0,2440.8,0
2523,0.7054643875935991,1.0,0.7553151901430397,0.9339999999999999,323,234.59882016156374,856,701450,57.53,32.1,41.5,0.9,2,1.0,0,0,2441.8,0
2524,0.7051978004726577,1.0,0.755029764960019,0.9339999999999999,275,69.59882016156374,875,701706,57.1,33.1,43.0,0.91,2,1.0,0,0,2442.8,0
2525,0.704944957807856,1.0,0.7547590554687966,0.9339999999999999,259,298.68572299112407,857,701983,57.41,34.7,45.5,0.9,2,1.0,0,0,2443.8,0
2526,0.7047285376597263,1.0,0.754527342248101,0.9339999999999999,329,101.28572299112406,863,702306,57.73,34.5,44.8,0.91,2,1.0,0,0,2444.8,0
2527,0.7044693770233967,1.0,0.7542498683334012,0.9339999999999999,286,358.60807318385446,874,702581,58.08,34.5,44.0,0.91,2,1.0,0,0,2445.8,0
2528,0.7042342248761572,1.0,0.7539980994391404,0.9339999999999999,255,205.60807318385446,870,702840,58.21,34.3,46.6,0.91,4,1.0,0,0,2446.8,1
2529,0.7039686502141111,1.0,0.7537137582592197,0.9339999999999999,316,16.008073183854464,857,703169,59.2,32.2,48.8,0.91,4,1.0,0,0,2447.8,1
2530,0.7037060150434736,1.0,0.7534325642863744,0.9339999999999999,328,294.69612937495356,899,703455,59.22,29.5,46.6,0.92,4,1.0,0,0,2448.8,1
2531,0.43821787861648165,0.8,0.5954047263810891,0.9200000000000002,198,175.89612937495355,842,703710,58.45,27.8,49.2,0.92,4,1.0,0,1,2449.8,1
2532,0.7032124672877841,1.0,0.7529041405650794,0.9339999999999999,304,341.0037843995084,830,704026,59.42,24.5,48.0,0.93,4,1.0,0,0,2450.6,1
2533,0.7028718101554939,1.0,0.7525394113013855,0.9339999999999999,262,183.8037843995084,764,704354,59.19,21.6,49.9,0.93,4,1.0,0,0,2451.6,1
2534,0.7024797826658594,1.0,0.7521196816550958,0.9339999999999999,264,359.406977837746,830,704552,58.91,19.8,50.3,0.93,4,1.0,0,0,2452.6,1
2535,0.7020489767529499,1.0,0.7516584333543361,0.9339999999999999,306,175.80697783774602,832,704856,58.31,17.4,51.3,0.94,4,1.0,0,0,2453.6,1
2536,0.7015391444758466,1.0,0.7511125743852748,0.9339999999999999,279,594.8084982841344,849,705118,58.24,16.6,50.2,0.94,2,1.5,0,0,2454.6,2
2537,0.7010050972242569,1.0,0.7505407893193329,0.9339999999999999,327,398.60849828413444,912,705382,57.65,15.1,52.6,0.96,2,1.5,0,0,2455.6,2
2538,0.700463820154819,1.0,0.7499612635490568,0.9339999999999999,279,231.20849828413444,885,705688,58.65,16.1,52.4,0.97,2,1.5,0,0,2456.6,2
2539,0.6999528546223981,1.0,0.7494141912445377,0.9339999999999999,286,59.60849828413444,892,705967,57.9,16.4,53.1,0.97,2,1.5,0,0,2457.6,2
2540,0.6994392928330018,1.0,0.7488643392216293,0.9339999999999999,328,317.02365892218427,893,706294,57.39,16.4,53.8,0.96,2,1.5,0,0,2458.6,2
2541,0.6988927459548323,1.0,0.7482791712578505,0.9339999999999999,278,150.22365892218428,892,706573,58.2,17.5,53.6,0.98,2,1.5,0,0,2459.6,2
2542,0.6984243382222656,1.0,0.7477776640495349,0.9339999999999999,325,493.69787737530874,931,706859,58.19,19.5,56.1,0.98,2,1.5,0,0,2460.6,2
2543,0.6979892757102197,1.0,0.7473118583621197,0.9339999999999999,265,334.69787737530874,868,707187,58.17,22.9,55.8,0.98,2,1.5,0,0,2461.6,2
2544,0.6976048366261342,1.0,0.7469002533470388,0.9339999999999999,349,125.29787737530873,939,707465,57.52,25.4,56.5,0.99,2,1.0,0,0,2462.6,0
2545,0.6972588606323723,1.0,0.7465298293708483,0.9339999999999999,361,341.6541983351008,975,707790,57.95,26.9,55.1,1.0,2,1.0,0,0,2463.6,0
2546,0.6969631972991408,1.0,0.7462132733395512,0.9339999999999999,275,176.65419833510077,985,708055,57.81,30.1,55.9,1.01,2,1.0,0,0,2464.6,0
2547,0.6966800682391443,1.0,0.7459101373010111,0.9339999999999999,277,404.71195946827305,913,708404,57.14,32.0,57.2,1.01,2,1.0,0,0,2465.6,0
2548,0.6964092099136804,1.0,0.7456201390938763,0.9339999999999999,318,213.91195946827307,870,708765,56.49,33.7,56.9,1.01,2,1.0,0,0,2466.6,0
2549,0.6961824618678656,1.0,0.7453773681668797,0.9339999999999999,351,3.3119594682730735,946,709040,55.57,35.2,58.4,1.01,2,1.0,0,0,2467.6,0
2550,0.6959396439771681,1.0,0.7451173918385098,0.9339999999999999,295,341.41352602197867,964,709317,55.55,34.7,56.7,1.02,2,1.0,0,0,2468.6,0
2551,0.6957093541996319,1.0,0.7448708289075288,0.9339999999999999,359,126.01352602197866,1005,709635,55.12,34.2,57.2,1.01,2,1.0,0,0,2469.6,0
2552,0.6954558429944577,1.0,0.7445994036343231,0.9339999999999999,301,269.91783206403227,955,709986,55.57,33.8,59.3,1.0,4,1.0,0,0,2470.6,1
2553,0.6952110764683077,1.0,0.7443373409724923,0.9339999999999999,343,64.11783206403229,1003,710281,54.99,31.9,58.2,1.01,4,1.0,0,0,2471.6,1
2554,0.6949503707732051,1.0,0.7440582128192774,0.9339999999999999,301,288.2901508976006,945,710640,55.4,30.3,58.7,1.01,4,1.0,0,0,2472.6,1
2555,0.6946539913126943,1.0,0.743740890056418,0.9339999999999999,328,91.49015089760061,972,710941,54.78,27.9,61.1,1.0,4,1.0,0,0,2473.6,1
2556,0.694354990179564,1.0,0.743420760363559,0.9339999999999999,298,341.6356363986522,927,711284,54.71,25.2,59.3,1.0,4,1.0,0,0,2474.6,1
2557,0.6940121472734796,1.0,0.7430536908709632,0.9339999999999999,282,172.4356363986522,908,711585,54.16,21.5,61.2,1.0,4,1.0,0,0,2475.6,1
2558,0.6936614128153199,1.0,0.7426781721791434,0.9339999999999999,356,475.98098255639354,936,711913,55.14,20.6,60.3,1.0,4,1.0,0,0,2476.6,1
2559,0.6932080661481207,1.0,0.7421927903084804,0.9339999999999999,294,299.58098255639356,932,712211,54.32,17.7,57.8,0.99,4,1.0,0,0,2477.6,1
2560,0.6927275583311976,1.0,0.7416783279777277,0.9339999999999999,329,102.18098255639356,979,712493,55.1,16.2,59.7,1.0,2,1.5,0,0,2478.6,2
2561,0.6921803930655077,1.0,0.7410924979288092,0.9339999999999999,305,324.33064589754156,928,712849,54.25,16.1,60.2,0.99,2,1.5,0,0,2479.6,2
2562,0.6812478525126794,1.0,0.7404867962094341,0.9199999999999999,338,121.53064589754158,972,713143,54.83,14.8,60.0,0.98,2,1.5,0,0,2480.6,2
2563,0.6806805962290418,1.0,0.7398702132924367,0.9199999999999999,280,328.57554159960125,923,713472,54.26,15.3,61.0,0.98,2,1.5,0,0,2481.6,2
2564,0.6801505479533105,1.0,0.7392940738622942,0.9199999999999999,332,129.37554159960126,950,713777,54.77,16.7,58.7,0.98,2,1.5,0,0,2482.6,2
2565,0.6796480333390644,1.0,0.7387478623250701,0.9199999999999999,305,512.0228166015254,917,714115,55.02,18.3,60.9,0.98,2,1.5,0,0,2483.6,2
2566,0.6791726144261131,1.0,0.7382311026370795,0.9199999999999999,286,340.42281660152537,923,714395,55.75,19.8,60.7,0.96,2,1.5,0,0,2484.6,2
2567,0.6787751494892542,1.0,0.7377990755317981,0.9199999999999999,297,162.22281660152538,888,714727,55.01,22.7,59.6,0.97,2,1.5,0,0,2485.6,2
2568,0.678438294341966,1.0,0.7374329286325718,0.9199999999999999,317,424.2922740215145,900,715032,54.96,24.9,59.6,0.98,2,1.0,0,0,2486.6,0
2569,0.6781015165811464,1.0,0.7370668658490722,0.9199999999999999,276,258.69227402151455,890,715318,55.59,27.1,58.8,0.98,2,1.0,0,0,2487.6,0
2570,0.6777923321601032,1.0,0.7367307958261992,0.9199999999999999,327,62.49227402151456,920,715615,55.21,29.3,59.1,0.98,2,1.0,0,0,2488.6,0
2571,0.6775154527204172,1.0,0.7364298399134971,0.9199999999999999,325,447.5917809195271,928,715932,54.72,32.6,59.9,0.99,2,1.0,0,0,2489.6,0
2572,0.677252484198644,1.0,0.7361440045637435,0.9199999999999999,279,280.1917809195271,931,716208,55.29,33.7,60.1,1.01,2,1.0,0,0,2490.6,0
2573,0.6770118087437897,1.0,0.7358824008084672,0.9199999999999999,275,115.1917809195271,879,716535,55.84,34.2,59.2,1.01,2,1.0,0,0,2491.6,0
2574,0.6767688907903345,1.0,0.7356183595547116,0.9199999999999999,312,413.6296237095066,866,716860,56.5,34.2,57.3,1.01,2,1.0,0,0,2492.6,0
2575,0.6765310190678127,1.0,0.7353598033345791,0.9199999999999999,330,215.62962370950657,917,717139,55.71,34.6,58.7,1.02,2,1.0,0,0,2493.6,0
2576,0.6763011321966319,1.0,0.7351099263006869,0.9199999999999999,286,44.02962370950658,928,717414,55.69,33.2,54.9,1.04,4,1.0,0,0,2494.6,1
2577,0.6760461770234016,1.0,0.7348328011123931,0.9199999999999999,362,209.6634355011915,978,717726,55.36,32.5,56.8,1.05,4,1.0,0,0,2495.6,1
2578,0.6758143421427173,1.0,0.7345808066768666,0.9199999999999999,281,41.06343550119149,929,718056,55.07,30.0,57.2,1.05,4,1.0,0,0,2496.6,1
2579,0.6755519043812533,1.0,0.7342955482404928,0.9199999999999999,311,199.12932519379265,954,718342,55.3,27.8,56.9,1.05,4,1.0,0,0,2497.6,1
2580,0.6752539535981649,1.0,0.7339716886936575,0.9199999999999999,324,392.40421343058654,916,718704,54.62,25.9,55.3,1.07,4,1.0,0,0,2498.6,1
2581,0.6749310746806227,1.0,0.7336207333485031,0.9199999999999999,349,183.00421343058653,984,718985,55.18,22.3,53.4,1.08,4,1.0,0,0,2499.6,1
2582,0.6745561215475644,1.0,0.7332131755951787,0.9199999999999999,296,441.86002880310866,969,719296,54.45,20.0,54.0,1.08,4,1.0,0,0,2500.6,1
2583,0.6741152308144759,1.0,0.7327339465374738,0.9199999999999999,318,251.06002880310868,963,719620,54.64,18.9,55.6,1.07,4,1.0,0,0,2501.6,1
2584,0.6736205910993436,1.0,0.7321962946731996,0.9199999999999999,361,34.460028803108685,975,719969,54.56,16.1,53.7,1.06,2,1.5,0,0,2502.6,2
2585,0.6731155554827362,1.0,0.7316473429160176,0.9199999999999999,359,261.4727405484275,1038,720265,54.04,16.1,53.5,1.08,2,1.5,0,0,2503.6,2
2586,0.6726058800003107,1.0,0.7310933478264248,0.9199999999999999,318,70.67274054842753,1038,720583,54.61,14.7,50.8,1.07,2,1.5,0,0,2504.6,2
2587,0.6720002736185295,1.0,0.7304350800201409,0.9199999999999999,356,371.7368235079866,1033,720944,54.75,14.9,51.1,1.07,2,1.5,0,0,2505.6,2
2588,0.6714308443787046,1.0,0.7298161351942442,0.9199999999999999,302,190.53682350798664,976,721303,54.37,15.9,50.9,1.06,2,1.5,0,0,2506.6,2
2589,0.6708826664742792,1.0,0.7292202896459556,0.9199999999999999,334,404.1780702080756,992,721621,55.29,17.1,51.4,1.06,2,1.5,0,0,2507.6,2
2590,0.6703883953409404,1.0,0.7286830384140657,0.9199999999999999,356,529.2801778370832,992,721977,54.94,20.3,50.9,1.05,2,1.5,0,0,2508.6,2
2591,0.6700001816820714,1.0,0.7282610670457299,0.9199999999999999,340,325.2801778370832,1030,722279,55.23,22.6,51.2,1.02,2,1.5,0,0,2509.6,2
2592,0.6696094226931382,1.0,0.7278363290142806,0.9199999999999999,273,161.48017783708323,969,722613,54.86,25.5,49.3,1.02,2,1.0,0,0,2510.6,0
2593,0.6693149673605531,1.0,0.7275162688701664,0.9199999999999999,337,318.18178081764717,950,722969,54.24,27.8,48.0,1.01,2,1.0,0,0,2511.6,0
2594,0.6690165305708003,1.0,0.7271918810552178,0.9199999999999999,284,147.78178081764716,894,723309,55.1,30.0,48.2,1.02,2,1.0,0,0,2512.6,0
2595,0.6687368746447188,1.0,0.7268879072225205,0.9199999999999999,277,304.75732869546874,898,723582,55.47,32.1,47.0,1.02,2,1.0,0,0,2513.6,0
2596,0.6684595620142213,1.0,0.7265864804502407,0.9199999999999999,309,119.35732869546874,870,723919,55.96,33.3,47.7,1.01,2,1.0,0,0,2514.6,0
2597,0.668206254212096,1.0,0.7263111458827131,0.9199999999999999,323,482.2410288605298,909,724203,56.51,34.6,46.2,1.02,2,1.0,0,0,2515.6,0
2598,0.6679425105574596,1.0,0.7260244679972387,0.9199999999999999,327,286.0410288605298,959,724480,55.81,35.0,44.0,1.03,2,1.0,0,0,2516.6,0
2599,0.6677368628428411,1.0,0.7258009378726534,0.9199999999999999,309,100.64102886052981,959,724789,56.62,34.9,44.2,1.03,2,1.0,0,0,2517.6,0
2600,0.6675039110945366,1.0,0.7255477294505833,0.9199999999999999,337,460.90269514236894,973,725112,56.67,33.8,42.9,1.05,4,1.0,0,0,2518.6,1
2601,0.6672633351307451,1.0,0.7252862338377665,0.9199999999999999,266,301.302695142369,912,725439,57.09,32.1,41.8,1.04,4,1.0,0,0,2519.6,1
2602,0.666990634332923,1.0,0.7249898199270903,0.9199999999999999,295,124.30269514236898,898,725748,56.2,29.5,40.1,1.04,4,1.0,0,0,2520.6,1
2603,0.666726076167669,1.0,0.7247022567039881,0.9199999999999999,272,318.0428188002928,833,726085,56.57,27.8,42.2,1.05,4,1.0,0,0,2521.6,1
2604,0.6664509482165628,1.0,0.7244032045832205,0.9199999999999999,336,116.44281880029283,903,726351,56.73,24.2,36.9,1.05,4,1.0,0,0,2522.6,1
2605,0.6661221831817896,1.0,0.724045851284554,0.9199999999999999,326,507.6905448863474,934,726646,56.41,21.9,40.0,1.06,4,1.0,0,0,2523.6,1
2606,0.665755591062193,1.0,0.7236473815893403,0.9199999999999999,274,343.29054488634745,936,726918,56.7,20.0,38.7,1.05,4,1.0,0,0,2524.6,1
2607,0.6653794005790016,1.0,0.7232384788902192,0.9199999999999999,355,130.29054488634745,955,727254,56.54,18.0,38.4,1.05,4,1.0,0,0,2525.6,1
2608,0.664961784754083,1.0,0.7227845486457424,0.9199999999999999,342,463.08449771854947,971,727580,55.71,16.3,36.3,1.06,2,1.5,0,0,2526.6,2
2609,0.6644017952136927,1.0,0.7221758643627095,0.9199999999999999,349,253.68449771854947,1046,727854,56.15,14.8,35.5,1.05,2,1.5,0,0,2527.6,2
2610,0.6638195474275946,1.0,0.721542986334342,0.9199999999999999,324,59.28449771854946,1015,728209,55.21,14.1,34.8,1.06,2,1.5,0,0,2528.6,2
2611,0.6632751003947075,1.0,0.7209511960812038,0.9199999999999999,293,422.8270686548517,966,728551,54.95,15.7,35.6,1.06,2,1.5,0,0,2529.6,2
2612,0.6627235012978524,1.0,0.7203516318454918,0.9199999999999999,338,220.02706865485172,955,728900,55.12,16.4,34.2,1.06,2,1.5,0,0,2530.6,2
2613,0.6621646911081194,1.0,0.7197442294653472,0.9199999999999999,364,1.627068654851712,995,729224,55.48,17.7,34.4,1.09,2,1.5,0,0,2531.6,2
2614,0.6617265870780992,1.0,0.7192680294327165,0.9199999999999999,340,219.3901020936475,1042,729517,55.17,20.2,35.5,1.09,2,1.5,0,0,2532.6,2
2615,0.661339017487385,1.0,0.718846758138462,0.9199999999999999,302,38.19010209364751,1006,729855,55.97,21.4,33.4,1.09,2,1.5,0,0,2533.6,2
2616,0.6609850133414116,1.0,0.7184619710232735,0.9199999999999999,278,222.5814552804476,920,730219,56.34,25.0,29.6,1.09,2,1.0,0,0,2534.6,0
2617,0.6606635192811163,1.0,0.7181125209577351,0.9199999999999999,354,10.181455280447608,934,730559,55.94,26.6,32.9,1.11,2,1.0,0,0,2535.6,0
2618,0.6603665674497031,1.0,0.7177897472279382,0.9199999999999999,291,214.09879928452827,923,730861,55.21,30.1,30.9,1.11,2,1.0,0,0,2536.6,0
2619,0.6600623457229857,1.0,0.717459071438028,0.9199999999999999,333,14.298799284528286,978,731139,54.59,31.7,29.3,1.12,2,1.0,0,0,2537.6,0
2620,0.6597781742813824,1.0,0.7171501894362853,0.9199999999999999,343,249.47073037146416,967,731493,53.67,31.9,28.9,1.11,2,1.0,0,0,2538.6,0
2621,0.6595149050598763,1.0,0.716864027238996,0.9199999999999999,288,76.67073037146417,964,731784,53.36,36.4,28.0,1.12,2,1.0,0,0,2539.6,0
2622,0.6592871356850889,1.0,0.7166164518316184,0.9199999999999999,363,432.54551947198513,994,732117,54.09,34.8,25.7,1.12,2,1.0,0,0,2540.6,0
2623,0.6590336719634734,1.0,0.7163409477863841,0.9199999999999999,327,236.34551947198514,978,732460,53.45,35.4,27.2,1.12,2,1.0,0,0,2541.6,0
2624,0.6588209310674316,1.0,0.7161097076819909,0.9199999999999999,282,67.14551947198515,972,732748,53.12,33.4,26.6,1.11,4,1.0,0,0,2542.6,1
2625,0.6585747539863017,1.0,0.715842123898154,0.9199999999999999,344,277.22184100779816,953,733111,53.63,31.9,24.8,1.11,4,1.0,0,0,2543.6,1
2626,0.6583267702150613,1.0,0.7155725763207188,0.9199999999999999,340,73.22184100779816,966,733438,53.85,29.1,26.0,1.12,4,1.0,0,0,2544.6,1
2627,0.6580580411958912,1.0,0.7152804795607514,0.9199999999999999,366,374.8505727784117,1050,733720,54.55,27.4,24.8,1.13,4,1.0,0,0,2545.6,1
2628,0.6577711430717028,1.0,0.7149686337735901,0.9199999999999999,364,156.45057277841167,1070,734064,54.54,25.4,25.4,1.14,4,1.0,0,0,2546.6,1
2629,0.6574135735684433,1.0,0.7145799712700471,0.9199999999999999,304,567.066251973588,1034,734404,53.95,21.6,26.4,1.14,4,1.0,0,0,2547.6,1
2630,0.6570355479454498,1.0,0.7141690738537498,0.9199999999999999,324,372.66625197358803,992,734770,54.24,20.7,22.8,1.13,4,1.0,0,0,2548.6,1
2631,0.6566230319354533,1.0,0.7137206868863624,0.9199999999999999,319,181.26625197358803,947,735134,54.44,17.9,22.8,1.12,4,1.0,0,0,2549.6,1
2632,0.6561352966951279,1.0,0.7131905398860087,0.9199999999999999,355,379.546968784181,998,735438,55.17,16.4,22.0,1.12,2,1.5,0,0,2550.6,2
2633,0.655633485907577,1.0,0.7126450933778011,0.9199999999999999,302,198.346968784181,976,735762,54.91,14.8,22.6,1.13,2,1.5,0,0,2551.6,2
2634,0.6551101897717874,1.0,0.7120762932302037,0.9199999999999999,286,587.0274182253432,943,736081,54.93,14.8,22.5,1.13,2,1.5,0,0,2552.6,2
2635,0.6545478658789218,1.0,0.7114650716075237,0.9199999999999999,298,408.2274182253433,886,736436,54.23,14.9,20.7,1.14,2,1.5,0,0,2553.6,2
2636,0.6540382482802375,1.0,0.7109111394350408,0.9199999999999999,364,189.82741822534328,948,736738,55.08,15.9,19.4,1.15,2,1.5,0,0,2554.6,2
2637,0.653567665663865,1.0,0.7103996365911577,0.9199999999999999,310,557.8883835485183,972,737024,54.84,18.5,24.3,1.17,2,1.5,0,0,2555.6,2
2638,0.6531265021916243,1.0,0.7099201110778526,0.9199999999999999,303,376.0883835485183,977,737322,54.22,20.9,20.3,1.17,2,1.5,0,0,2556.6,2
2639,0.6527070863406889,1.0,0.7094642242833575,0.9199999999999999,368,155.28838354851834,981,737686,54.41,22.2,20.8,1.18,2,1.5,0,0,2557.6,2
2640,0.6523216385786333,1.0,0.7090452593246015,0.9199999999999999,291,478.82620662372005,962,737996,53.94,24.7,20.1,1.16,2,1.0,0,0,2558.6,0
2641,0.6519678920583021,1.0,0.708660752237285,0.9199999999999999,390,244.82620662372005,1049,738299,54.19,27.4,21.1,1.17,2,1.0,0,0,2559.6,0
2642,0.6516452833781663,1.0,0.7083100906284416,0.9199999999999999,364,26.42620662372005,1045,738667,55.04,29.5,20.5,1.16,2,1.0,0,0,2560.6,0
2643,0.6513570743096142,1.0,0.7079968199017547,0.9199999999999999,331,601.4431260685225,1085,738958,54.52,31.8,20.5,1.16,2,1.0,0,0,2561.6,0
2644,0.6510883204307059,1.0,0.7077046961203325,0.9199999999999999,347,393.2431260685225,1042,739348,54.84,33.3,20.1,1.14,2,1.0,0,0,2562.6,0
2645,0.6508382392796273,1.0,0.7074328687822036,0.9199999999999999,291,218.6431260685225,969,739712,54.95,34.3,21.9,1.16,2,1.0,0,0,2563.6,0
2646,0.6505945573828441,1.0,0.7071679971552653,0.9199999999999999,0,218.6431260685225,638,740043,55.95,34.6,20.5,0.0,2,1.0,0,0,2564.6,0
2647,0.0,0.0,0.0,0.85,0,218.6431260685225,291,740390,56.92,34.3,20.5,0.0,0,1.0,0,1,2565.6,0
2648,0.0,0.0,0.0,0.85,0,218.6431260685225,0,740681,57.13,33.6,19.5,1.0,3,1.0,0,1,2565.6,1
2649,0.0,0.0,0.0,0.85,0,218.6431260685225,0,740681,56.34,32.3,19.6,0.99,4,1.0,0,1,2565.6,1
2650,0.0,0.0,0.0,0.85,0,218.6431260685225,0,740681,56.66,29.4,21.8,0.98,4,1.0,0,1,2565.6,1
2651,0.0,0.0,0.0,0.85,0,218.6431260685225,0,740681,57.13,27.2,19.6,0.99,4,1.0,0,1,2565.6,1
2652,0.015002237151818783,0.2,0.08824845383422814,0.85,6,215.0431260685225,6,740681,57.37,25.4,19.4,0.98,4,1.0,0,1,2565.8,1
